id,id_anterior,variable_resultado,tipo,Funciones,ecuacion,ecuacion_php,especie_id,familia,genero,epiteto,condicion,componente,diametro_min,diametro_max,numero_arboles,r2,anio_publicacion,grado_putrefaccion,clave_ecoregion_n1,clave_ecoregion_n2,clave_ecoregion_n3,clave_ecoregion_n4,clave_bur,clave_estado_inegi,activo,id_especie_mn,id_modelo_mn,referencia,id_referencia,notas
352,340.0,b,,alometrica,(1.30454*d130^1.73099),(1.30454*[d130]**1.73099),,Pinaceae,Pinus,montezumae,Vivo,Todo el árbol,,,19.0,0.99,2007.0,,14.0,14.1,14.1.1,14.1.1.2,,,1,34004.0,293.0,Ecuaciones Rojas,450.0,
353,341.0,b,,alometrica,(0.407073*d130^2.02617),(0.407073*[d130]**2.02617),,Pinaceae,Pinus,patula,Vivo,Todo el árbol,,,111.0,0.98,2007.0,,13.0,13.3,13.3.1,13.3.1.1,,,1,36798.0,322.0,Ecuaciones Rojas,451.0,
354,342.0,b,,alometrica,(0.407073*d130^2.02617),(0.407073*[d130]**2.02617),,Pinaceae,Pinus,patula,Vivo,Todo el árbol,,,111.0,0.98,2007.0,,14.0,14.1,14.1.1,14.1.1.2,,,1,36798.0,322.0,Ecuaciones Rojas,451.0,
355,343.0,b,,alometrica,(0.0019)*((d130*ht)^1.98),(0.0019)*(([d130]*[ht])**1.98),,Pinaceae,Pinus,patula,Vivo,Todo el árbol,,,30.0,0.87,2012.0,,13.0,13.5,13.5.1,13.5.1.3,,,1,36798.0,863.0,Ecuaciones Rojas,452.0,
356,344.0,b,,alometrica,(0.128495*d130^2.36444),(0.128495*[d130]**2.36444),,Pinaceae,Pinus,pseudostrobus,Vivo,Todo el árbol,,,208.0,0.99,2007.0,,13.0,13.3,13.3.1,13.3.1.1,,,1,38594.0,296.0,Ecuaciones Rojas,453.0,
357,345.0,b,,alometrica,(0.128495*d130^2.36444),(0.128495*[d130]**2.36444),,Pinaceae,Pinus,pseudostrobus,Vivo,Todo el árbol,,,208.0,0.99,2007.0,,14.0,14.1,14.1.1,14.1.1.2,,,1,38594.0,296.0,Ecuaciones Rojas,453.0,
358,346.0,b,,alometrica,Exp(-3.1641)*(d130^2.5996),Exp(-3.1641)*([d130]**2.5996),,Pinaceae,Pinus,pseudostrobus,Vivo,Todo el árbol,5.0,42.4,8.0,0.98,2007.0,,13.0,13.3,13.3.1,13.3.1.1,,,1,38594.0,142.0,Ecuaciones Rojas,454.0,
359,347.0,b,,alometrica,(0.032495*d130^2.76658),(0.032495*[d130]**2.76658),,Pinaceae,Pinus,teocote,Vivo,Todo el árbol,,,209.0,0.99,2007.0,,13.0,13.3,13.3.1,13.3.1.1,,,1,43694.0,300.0,Ecuaciones Rojas,455.0,
360,348.0,b,,alometrica,(0.032495*d130^2.76658),(0.032495*[d130]**2.76658),,Pinaceae,Pinus,teocote,Vivo,Todo el árbol,,,209.0,0.99,2007.0,,14.0,14.1,14.1.1,14.1.1.2,,,1,43694.0,300.0,Ecuaciones Rojas,455.0,
361,349.0,b,,alometrica,(0.064066*d130^2.62323),(0.064066*[d130]**2.62323),,Fabaceae,Piscidia,piscipula,Vivo,Todo el árbol,,,30.0,0.95,2007.0,,13.0,13.3,13.3.1,13.3.1.1,,,1,37637.0,303.0,Ecuaciones Rojas,456.0,
362,350.0,b,,alometrica,(0.064066*d130^2.62323),(0.064066*[d130]**2.62323),,Fabaceae,Piscidia,piscipula,Vivo,Todo el árbol,,,30.0,0.95,2007.0,,14.0,14.1,14.1.1,14.1.1.2,,,1,37637.0,303.0,Ecuaciones Rojas,456.0,
363,351.0,b,,alometrica,(0.132107)*(d130^2.22170),(0.132107)*([d130]**2.22170),,Podocarpaceae,Podocarpus,matudae,Vivo,Todo el árbol,,,103.0,0.93,2007.0,,13.0,13.3,13.3.1,13.3.1.1,,,1,32512.0,152.0,Ecuaciones Rojas,457.0,Se dejó por que Podocarpus matudae es sinónimo de Podocarpus reichei
364,352.0,b,,alometrica,(0.132107)*(d130^2.22170),(0.132107)*([d130]**2.22170),,Podocarpaceae,Podocarpus,matudae,Vivo,Todo el árbol,,,103.0,0.93,2007.0,,14.0,14.1,14.1.1,14.1.1.2,,,1,32512.0,152.0,Ecuaciones Rojas,457.0,Se dejó por que Podocarpus matudae es sinónimo de Podocarpus reichei
365,351.0,b,,alometrica,(0.132107)*(d130^2.22170),(0.132107)*([d130]**2.22170),,Podocarpaceae,Podocarpus,reichei,Vivo,Todo el árbol,,,103.0,0.93,2007.0,,13.0,13.3,13.3.1,13.3.1.1,,,1,32512.0,152.0,Ecuaciones Rojas,457.0,Se agregó por que Podocarpus matudae es sinónimo de Podocarpus reichei
366,352.0,b,,alometrica,(0.132107)*(d130^2.22170),(0.132107)*([d130]**2.22170),,Podocarpaceae,Podocarpus,reichei,Vivo,Todo el árbol,,,103.0,0.93,2007.0,,14.0,14.1,14.1.1,14.1.1.2,,,1,32512.0,152.0,Ecuaciones Rojas,457.0,Se agregó por que Podocarpus matudae es sinónimo de Podocarpus reichei
367,353.0,b,,alometrica,(0.246689*d130^2.24992),(0.246689*[d130]**2.24992),,Myrtaceae,Psidium,guajava,Vivo,Todo el árbol,,,18.0,0.99,2007.0,,13.0,13.3,13.3.1,13.3.1.1,,,1,27556.0,304.0,Ecuaciones Rojas,458.0,
368,354.0,b,,alometrica,(0.246689*d130^2.24992),(0.246689*[d130]**2.24992),,Myrtaceae,Psidium,guajava,Vivo,Todo el árbol,,,18.0,0.99,2007.0,,14.0,14.1,14.1.1,14.1.1.2,,,1,27556.0,304.0,Ecuaciones Rojas,458.0,
369,355.0,b,,alometrica,Exp(-2.3112)*(d130^2.4497),Exp(-2.3112)*([d130]**2.4497),,Fagaceae,Quercus,canbyi,Vivo,Todo el árbol,5.0,39.5,8.0,0.97,2007.0,,13.0,13.3,13.3.1,13.3.1.1,,,1,20813.0,166.0,Ecuaciones Rojas,459.0,
370,356.0,b,,alometrica,Exp(-2.4344)*(d130^2.5069),Exp(-2.4344)*([d130]**2.5069),,Fagaceae,Quercus,laceyi,Vivo,Todo el árbol,6.0,35.2,7.0,0.98,2007.0,,13.0,13.3,13.3.1,13.3.1.1,,,1,30069.0,175.0,Ecuaciones Rojas,460.0,
371,357.0,b,,alometrica,(0.266424)*(d130^2.02768),(0.266424)*([d130]**2.02768),,Fagaceae,Quercus,rysophylla,Vivo,Todo el árbol,,,8.0,0.97,2007.0,,13.0,13.3,13.3.1,13.3.1.1,,,1,40564.0,182.0,Ecuaciones Rojas,461.0,
372,358.0,b,,alometrica,(0.266424)*(d130^2.02768),(0.266424)*([d130]**2.02768),,Fagaceae,Quercus,rysophylla,Vivo,Todo el árbol,,,8.0,0.97,2007.0,,14.0,14.1,14.1.1,14.1.1.2,,,1,40564.0,182.0,Ecuaciones Rojas,461.0,
373,359.0,b,,alometrica,Exp(-2.2089)*(d130^2.3736),Exp(-2.2089)*([d130]**2.3736),,Fagaceae,Quercus,rysophylla,Vivo,Todo el árbol,7.4,40.6,8.0,0.97,2007.0,,13.0,13.3,13.3.1,13.3.1.1,,,1,40564.0,184.0,Ecuaciones Rojas,462.0,
374,360.0,b,,alometrica,(0.221123)*(d130^2.20188),(0.221123)*([d130]**2.20188),,Fagaceae,Quercus,sartorii,Vivo,Todo el árbol,,,143.0,0.95,2007.0,,13.0,13.3,13.3.1,13.3.1.1,,,1,40879.0,185.0,Ecuaciones Rojas,463.0,
375,361.0,b,,alometrica,(0.221123)*(d130^2.20188),(0.221123)*([d130]**2.20188),,Fagaceae,Quercus,sartorii,Vivo,Todo el árbol,,,143.0,0.95,2007.0,,14.0,14.1,14.1.1,14.1.1.2,,,1,40879.0,185.0,Ecuaciones Rojas,463.0,
376,362.0,b,,alometrica,(0.308451)*(d130^2.13230),(0.308451)*([d130]**2.13230),,Fagaceae,Quercus,xalapensis,Vivo,Todo el árbol,,,143.0,0.98,2007.0,,13.0,13.3,13.3.1,13.3.1.1,,,1,46260.0,187.0,Ecuaciones Rojas,464.0,
377,363.0,b,,alometrica,(0.308451)*(d130^2.13230),(0.308451)*([d130]**2.13230),,Fagaceae,Quercus,xalapensis,Vivo,Todo el árbol,,,143.0,0.98,2007.0,,14.0,14.1,14.1.1,14.1.1.2,,,1,46260.0,187.0,Ecuaciones Rojas,464.0,
378,364.0,b,,alometrica,(0.038424*d130^2.82139),(0.038424*[d130]**2.82139),,Fagaceae,Quercus,,Vivo,Todo el árbol,,,19.0,0.97,2007.0,,13.0,13.3,13.3.1,13.3.1.1,,,1,16139.0,272.0,Ecuaciones Rojas,465.0,
379,365.0,b,,alometrica,(0.038424*d130^2.82139),(0.038424*[d130]**2.82139),,Fagaceae,Quercus,,Vivo,Todo el árbol,,,19.0,0.97,2007.0,,14.0,14.1,14.1.1,14.1.1.2,,,1,16139.0,272.0,Ecuaciones Rojas,465.0,
380,366.0,b,,alometrica,(0.892617*d130^1.84697),(0.892617*[d130]**1.84697),,Fagaceae,Quercus,germana,Vivo,Todo el árbol,,,28.0,0.95,2007.0,,13.0,13.3,13.3.1,13.3.1.1,,,1,26589.0,305.0,Ecuaciones Rojas,466.0,
381,367.0,b,,alometrica,(0.892617*d130^1.84697),(0.892617*[d130]**1.84697),,Fagaceae,Quercus,germana,Vivo,Todo el árbol,,,28.0,0.95,2007.0,,14.0,14.1,14.1.1,14.1.1.2,,,1,26589.0,305.0,Ecuaciones Rojas,466.0,
382,368.0,b,,alometrica,(0.970526*d130^1.83733),(0.970526*[d130]**1.83733),,Fagaceae,Quercus,rysophylla,Vivo,Todo el árbol,,,25.0,0.96,2007.0,,13.0,13.3,13.3.1,13.3.1.1,,,1,40564.0,306.0,Ecuaciones Rojas,467.0,
383,369.0,b,,alometrica,(0.970526*d130^1.83733),(0.970526*[d130]**1.83733),,Fagaceae,Quercus,rysophylla,Vivo,Todo el árbol,,,25.0,0.96,2007.0,,14.0,14.1,14.1.1,14.1.1.2,,,1,40564.0,306.0,Ecuaciones Rojas,467.0,
384,370.0,b,,alometrica,(0.766406*d130^1.93843),(0.766406*[d130]**1.93843),,Fagaceae,Quercus,xalapensis,Vivo,Todo el árbol,,,33.0,0.98,2007.0,,13.0,13.3,13.3.1,13.3.1.1,,,1,46260.0,328.0,Ecuaciones Rojas,468.0,
385,371.0,b,,alometrica,(0.766406*d130^1.93843),(0.766406*[d130]**1.93843),,Fagaceae,Quercus,xalapensis,Vivo,Todo el árbol,,,33.0,0.98,2007.0,,14.0,14.1,14.1.1,14.1.1.2,,,1,46260.0,328.0,Ecuaciones Rojas,468.0,
386,372.0,b,,alometrica,(0.010702*d130^3.05082),(0.010702*[d130]**3.05082),,Fagaceae,Quercus,,Vivo,Todo el árbol,,,57.0,0.97,2007.0,,13.0,13.3,13.3.1,13.3.1.1,,,1,16139.0,271.0,Ecuaciones Rojas,469.0,
387,373.0,b,,alometrica,(0.010702*d130^3.05082),(0.010702*[d130]**3.05082),,Fagaceae,Quercus,,Vivo,Todo el árbol,,,57.0,0.97,2007.0,,14.0,14.1,14.1.1,14.1.1.2,,,1,16139.0,271.0,Ecuaciones Rojas,469.0,
388,374.0,b,,alometrica,(0.23736*d130^2.16175),(0.23736*[d130]**2.16175),,Malvaceae,Robinsonella,discolor,Vivo,Todo el árbol,,,24.0,0.99,2007.0,,13.0,13.3,13.3.1,13.3.1.1,,,1,24094.0,337.0,Ecuaciones Rojas,470.0,
389,375.0,b,,alometrica,(0.23736*d130^2.16175),(0.23736*[d130]**2.16175),,Malvaceae,Robinsonella,discolor,Vivo,Todo el árbol,,,24.0,0.99,2007.0,,14.0,14.1,14.1.1,14.1.1.2,,,1,24094.0,337.0,Ecuaciones Rojas,470.0,
390,376.0,b,,alometrica,(0.078545*d130^2.58952),(0.078545*[d130]**2.58952),,Rutaceae,Sargentia,greggii,Vivo,Todo el árbol,,,11.0,0.97,2007.0,,,,,,,,1,,336.0,Ecuaciones Rojas,471.0,
391,377.0,b,,alometrica,(0.132193*d130^2.49568),(0.132193*[d130]**2.49568),,Theaceae,Ternstroemia,sylvatica,Vivo,Todo el árbol,,,15.0,0.99,2007.0,,13.0,13.3,13.3.1,13.3.1.1,,,1,43331.0,307.0,Ecuaciones Rojas,472.0,
392,378.0,b,,alometrica,(0.132193*d130^2.49568),(0.132193*[d130]**2.49568),,Theaceae,Ternstroemia,sylvatica,Vivo,Todo el árbol,,,15.0,0.99,2007.0,,14.0,14.1,14.1.1,14.1.1.2,,,1,43331.0,307.0,Ecuaciones Rojas,472.0,
393,379.0,b,,alometrica,(0.035689)*(d130^2.56487),(0.035689)*([d130]**2.56487),,Theaceae,Ternstroemia,sylvatica,Vivo,Todo el árbol,,,143.0,0.95,2007.0,,13.0,13.3,13.3.1,13.3.1.1,,,1,43331.0,193.0,Ecuaciones Rojas,473.0,
394,380.0,b,,alometrica,(0.035689)*(d130^2.56487),(0.035689)*([d130]**2.56487),,Theaceae,Ternstroemia,sylvatica,Vivo,Todo el árbol,,,143.0,0.95,2007.0,,14.0,14.1,14.1.1,14.1.1.2,,,1,43331.0,193.0,Ecuaciones Rojas,473.0,
395,381.0,b,,alometrica,(0.048454*d130^2.58164),(0.048454*[d130]**2.58164),,Tiliaceae,Tilia,americana,Vivo,Todo el árbol,,,10.0,0.99,2007.0,,13.0,13.3,13.3.1,13.3.1.1,,,1,17925.0,338.0,Ecuaciones Rojas,474.0,Se dejó por que Tilia americana es sinónimo de Tilia houghii
396,382.0,b,,alometrica,(0.048454*d130^2.58164),(0.048454*[d130]**2.58164),,Tiliaceae,Tilia,americana,Vivo,Todo el árbol,,,10.0,0.99,2007.0,,14.0,14.1,14.1.1,14.1.1.2,,,1,17925.0,338.0,Ecuaciones Rojas,474.0,Se dejó por que Tilia americana es sinónimo de Tilia houghii
397,381.0,b,,alometrica,(0.048454*d130^2.58164),(0.048454*[d130]**2.58164),,Tiliaceae,Tilia,houghii,Vivo,Todo el árbol,,,10.0,0.99,2007.0,,13.0,13.3,13.3.1,13.3.1.1,,,1,17925.0,338.0,Ecuaciones Rojas,474.0,Se agregó por que Tilia americana es sinónimo de Tilia houghii
398,382.0,b,,alometrica,(0.048454*d130^2.58164),(0.048454*[d130]**2.58164),,Tiliaceae,Tilia,houghii,Vivo,Todo el árbol,,,10.0,0.99,2007.0,,14.0,14.1,14.1.1,14.1.1.2,,,1,17925.0,338.0,Ecuaciones Rojas,474.0,Se agregó por que Tilia americana es sinónimo de Tilia houghii
399,383.0,b,,alometrica,(0.130169*d130^2.34924),(0.130169*[d130]**2.34924),,Meliaceae,Trichilia,havanensis,Vivo,Todo el árbol,,,20.0,0.99,2007.0,,13.0,13.3,13.3.1,13.3.1.1,,,1,28024.0,308.0,Ecuaciones Rojas,475.0,
400,384.0,b,,alometrica,(0.130169*d130^2.34924),(0.130169*[d130]**2.34924),,Meliaceae,Trichilia,havanensis,Vivo,Todo el árbol,,,20.0,0.99,2007.0,,14.0,14.1,14.1.1,14.1.1.2,,,1,28024.0,308.0,Ecuaciones Rojas,475.0,
401,385.0,b,,alometrica,(0.346847*d130^1.99059),(0.346847*[d130]**1.99059),,Celastraceae,Wimmeria,concolor,Vivo,Todo el árbol,,,24.0,0.97,2007.0,,13.0,13.3,13.3.1,13.3.1.1,,,1,22377.0,309.0,Ecuaciones Rojas,476.0,
402,386.0,b,,alometrica,(0.346847*d130^1.99059),(0.346847*[d130]**1.99059),,Celastraceae,Wimmeria,concolor,Vivo,Todo el árbol,,,24.0,0.97,2007.0,,14.0,14.1,14.1.1,14.1.1.2,,,1,22377.0,309.0,Ecuaciones Rojas,476.0,
403,387.0,b,,alometrica,Exp(-2.3739)*(d130^2.4154),Exp(-2.3739)*([d130]**2.4154),,Cupressaceae,Juniperus,flaccida,Vivo,Todo el árbol,5.0,42.4,39.0,0.96,2007.0,,13.0,13.3,13.3.1,13.3.1.1,,,0,25728.0,237.0,Ecuaciones Rojas,477.0,Se desactivó por que es un modelo de grupo de especies y ya están cubiertas las especies en los registros anteriores
404,388.0,b,,alometrica,Exp(-2.3739)*(d130^2.4154),Exp(-2.3739)*([d130]**2.4154),,Fagaceae,Quercus,laceyi,Vivo,Todo el árbol,5.0,42.4,39.0,0.96,2007.0,,13.0,13.3,13.3.1,13.3.1.1,,,0,30069.0,237.0,Ecuaciones Rojas,477.0,Se desactivó por que es un modelo de grupo de especies y ya están cubiertas las especies en los registros anteriores
405,389.0,b,,alometrica,Exp(-2.3739)*(d130^2.4154),Exp(-2.3739)*([d130]**2.4154),,Pinaceae,Pinus,pseudostrobus,Vivo,Todo el árbol,5.0,42.4,39.0,0.96,2007.0,,13.0,13.3,13.3.1,13.3.1.1,,,0,38594.0,237.0,Ecuaciones Rojas,477.0,Se desactivó por que es un modelo de grupo de especies y ya están cubiertas las especies en los registros anteriores
406,390.0,b,,alometrica,Exp(-2.3739)*(d130^2.4154),Exp(-2.3739)*([d130]**2.4154),,Fagaceae,Quercus,rysophylla,Vivo,Todo el árbol,5.0,42.4,39.0,0.96,2007.0,,13.0,13.3,13.3.1,13.3.1.1,,,0,40564.0,237.0,Ecuaciones Rojas,477.0,Se desactivó por que es un modelo de grupo de especies y ya están cubiertas las especies en los registros anteriores
407,391.0,b,,alometrica,( 1.3169 *d130^1.7108),( 1.3169 *[d130]**1.7108),,,,,Vivo,Todo el árbol,,,,0.96,2007.0,,13.0,13.3,13.3.1,13.3.1.1,,,0,,865.0,Ecuaciones Rojas,478.0,Se desactivó por que es un modelo para un tipo de vegetación y no tiene especies asociadas
408,392.0,b,,alometrica,( 1.3169 *d130^1.7108),( 1.3169 *[d130]**1.7108),,,,,Vivo,Todo el árbol,,,,0.96,2007.0,,14.0,14.1,14.1.1,14.1.1.2,,,0,,865.0,Ecuaciones Rojas,478.0,Se desactivó por que es un modelo para un tipo de vegetación y no tiene especies asociadas
409,393.0,b,,alometrica,Exp(-2.8164)*(d130^2.5282),Exp(-2.8164)*([d130]**2.5282),,,,,Vivo,Todo el árbol,5.0,42.4,16.0,0.97,2007.0,,13.0,13.3,13.3.1,13.3.1.1,,,0,30069.0,244.0,Ecuaciones Rojas,479.0,Se desactivó por que es un modelo de grupo de especies y ya están cubiertas las especies en los registros anteriores
410,394.0,b,,alometrica,Exp(-2.3517)*(d130^2.4700),Exp(-2.3517)*([d130]**2.4700),,,,,Vivo,Todo el árbol,5.0,39.5,15.0,0.98,2007.0,,13.0,13.3,13.3.1,13.3.1.1,,,0,38594.0,243.0,Ecuaciones Rojas,480.0,Se desactivó por que es un modelo de grupo de especies y ya están cubiertas las especies en los registros anteriores
411,395.0,b,,alometrica,Exp(-2.3517)*(d130^2.4700),Exp(-2.3517)*([d130]**2.4700),,,,,Vivo,Todo el árbol,5.0,39.5,15.0,0.98,2007.0,,13.0,13.3,13.3.1,13.3.1.1,,,0,40564.0,243.0,Ecuaciones Rojas,480.0,Se desactivó por que es un modelo de grupo de especies y ya están cubiertas las especies en los registros anteriores
412,396.0,b,,alometrica,Exp(-3.1426)*(d130^2.69273),Exp(-3.1426)*([d130]**2.69273),,Euphorbiaceae,Hevea,brasiliensis,Vivo,Todo el árbol,10.0,40.0,28.0,0.986,2005.0,,15.0,15.1,15.1.1,15.1.1.2,,,1,20123.0,78.0,Ecuaciones Rojas,481.0,
413,397.0,b,,alometrica,(0.887+((10486*d130^2.84)/(d130^2.84 + 376907))),(0.887+((10486*[d130]**2.84)/([d130]**2.84 + 376907))),,Pinaceae,Pinus,,Vivo,Todo el árbol,0.6,56.0,137.0,0.98,2003.0,,,,,,,,1,,258.0,Ecuaciones Rojas,482.0,
414,398.0,b,,alometrica,(0.5+ ((25000 * d130^2.5)/( d130^2.5 + 246872))),(0.5+ ((25000 * [d130]**2.5)/( [d130]**2.5 + 246872))),,,,,Vivo,Todo el árbol,1.3,83.2,454.0,0.99,2003.0,,,,,,,,0,,257.0,Ecuaciones Rojas,483.0,Se desactivó por que es un modelo de grupo de especies
415,399.0,b,,alometrica,(10^-1.181)*(d130^1.991),(10**-1.181)*([d130]**1.991),,Rubiaceae,Coffea,arabica,Vivo,Todo el árbol,5.0,44.0,28.0,0.93,2006.0,,,,,,,,1,18465.0,42.0,Ecuaciones Rojas,484.0,
416,400.0,b,,alometrica,(10^-0.755)*(d130^2.072),(10**-0.755)*([d130]**2.072),,Boraginaceae,Cordia,alliodora,Vivo,Todo el árbol,5.0,44.0,28.0,0.95,2006.0,,,,,,,,1,17693.0,48.0,Ecuaciones Rojas,485.0,
417,401.0,b,,alometrica,(10^-0.559)*(d130^2.067),(10**-0.559)*([d130]**2.067),,Mimosaceae,Inga,punctata,Vivo,Todo el árbol,5.0,44.0,28.0,0.97,2006.0,,,,,,,,1,38891.0,80.0,Ecuaciones Rojas,486.0,
418,402.0,b,,alometrica,(10^-0.936)*(d130^2.348),(10**-0.936)*([d130]**2.348),44199.0,Mimosaceae,Inga,tonduzii,Vivo,Todo el árbol,5.0,44.0,28.0,0.95,2006.0,,,,,,,,1,,,Ecuaciones Rojas,487.0,
419,403.0,b,,alometrica,(10^-0.889)*(d130^2.317),(10**-0.889)*([d130]**2.317),,Mimosaceae,Inga,,Vivo,Todo el árbol,5.0,44.0,28.0,0.96,2006.0,,,,,,,,1,,210.0,Ecuaciones Rojas,488.0,
420,404.0,b,,alometrica,(10^-1.417)*(d130^2.755),(10**-1.417)*([d130]**2.755),,Juglandaceae,Juglans,olanchana,Vivo,Todo el árbol,5.0,44.0,28.0,0.97,2006.0,,,,,,,,1,35536.0,85.0,Ecuaciones Rojas,489.0,
421,405.0,b,,alometrica,(10^-0.834)*(d130^2.223),(10**-0.834)*([d130]**2.223),,,,,Vivo,Todo el árbol,5.0,44.0,28.0,0.93,2006.0,,,,,,,,0,,235.0,Ecuaciones Rojas,490.0,Se desactivó por que es un modelo de grupo de especies
422,406.0,b,,alometrica,(10^-0.395)*(d130^1.934),(10**-0.395)*([d130]**1.934),,Verbenaceae,Avicennia,germinans,Vivo,Todo el árbol,,,8.0,,2006.0,,,,,,,,1,26593.0,18.0,Ecuaciones Rojas,491.0,
423,407.0,b,,alometrica,(10^-0.395)*(d130^1.934),(10**-0.395)*([d130]**1.934),,Verbenaceae,Avicennia,,Vivo,Todo el árbol,,,8.0,,2006.0,,,,,,,,1,26593.0,18.0,Ecuaciones Rojas,492.0,
424,408.0,b,,alometrica,(10^-0.112)*(d130^1.731),(10**-0.112)*([d130]**1.731),,Combretaceae,Laguncularia,racemosa,Vivo,Todo el árbol,,,10.0,,2006.0,,,,,,,,1,39322.0,88.0,Ecuaciones Rojas,493.0,
425,409.0,b,,alometrica,(10^-0.112)*(d130^1.731),(10**-0.112)*([d130]**1.731),,Combretaceae,Laguncularia,,Vivo,Todo el árbol,,,10.0,,2006.0,,,,,,,,1,39322.0,88.0,Ecuaciones Rojas,494.0,
426,410.0,b,,alometrica,(10^-0.441)*(d130^1.930),(10**-0.441)*([d130]**1.930),,Rhizophoraceae,Rhizophora,mangle,Vivo,Todo el árbol,,,14.0,,2006.0,,,,,,,,1,32290.0,190.0,Ecuaciones Rojas,495.0,
427,411.0,b,,alometrica,(10^-0.441)*(d130^1.930),(10**-0.441)*([d130]**1.930),,Rhizophoraceae,Rhizophora,,Vivo,Todo el árbol,,,14.0,,2006.0,,,,,,,,1,32290.0,190.0,Ecuaciones Rojas,496.0,
428,412.0,b,,alometrica,(0.0406)*(d130^2.7339),(0.0406)*([d130]**2.7339),,Fagaceae,Quercus,laurina,Vivo,Todo el árbol,9.9,31.0,14.0,0.9622,2013.0,,13.0,13.4,13.4.1,13.4.1.1,,,1,30548.0,868.0,Ecuaciones Rojas,497.0,
429,413.0,b,,alometrica,(0.0402)*(d130^2.757),(0.0402)*([d130]**2.757),,Fagaceae,Quercus,rugosa,Vivo,Todo el árbol,11.3,30.6,12.0,0.9789,2013.0,,13.0,13.4,13.4.1,13.4.1.1,,,1,40475.0,870.0,Ecuaciones Rojas,499.0,
430,414.0,b,,alometrica,(0.5266*d130^1.7712),(0.5266*[d130]**1.7712),,,,,Vivo,Todo el árbol,3.0,45.0,18.0,0.9305,2010.0,,13.0,13.4,13.4.1,13.4.1.1,,,1,31705.0,872.0,Ecuaciones Rojas,501.0,
431,415.0,b,,alometrica,(15.208 + 15.2092*db + -56.8935*LN(db)),(15.208 + 15.2092*[db] + -56.8935*LOG([db])),,Mimosaceae,Acacia,farnesiana,Vivo,Todo el árbol,,,,,,,,,,,,,1,25407.0,7.0,SEByC,7.0,
432,416.0,b,,alometrica,(2.6055 + -2.1231*ht + 0.8857*LN(ht) + 0.034593*ht*db^2  + 1.1115*LN(ht*db^2) ),(2.6055 + -2.1231*[ht] + 0.8857*LOG([ht]) + 0.034593*[ht]*[db]**2  + 1.1115*LOG([ht]*[db]**2) ),,Mimosaceae,Acacia,amentacea,Vivo,Todo el árbol,,,,,,,,,,,,,1,17869.0,9.0,SEByC,9.0,
433,417.0,b,,alometrica,(-7.29282 + 0.436496*db + 10.3864*ht + -20.911*LN(ht) + 0.004448*ht*db^2 ),(-7.29282 + 0.436496*[db] + 10.3864*[ht] + -20.911*LOG([ht]) + 0.004448*[ht]*[db]**2 ),,Euphorbiaceae,Bernardia,myricifolia,Vivo,Todo el árbol,,,,,,,,,,,,,1,34384.0,19.0,SEByC,19.0,
434,418.0,b,,alometrica,(-0.176969 + 0.359568*db + 0.027934*ht*db^2 ),(-0.176969 + 0.359568*[db] + 0.027934*[ht]*[db]**2 ),,Ulmaceae,Celtis,pallida,Vivo,Todo el árbol,,,,,,,,,,,,,1,36062.0,38.0,SEByC,38.0,
435,419.0,b,,alometrica,(-1.43184 + -0.456586*db + 6.28125*ht + -14.8795*LN(ht) + 0.041858*ht*db^2  + -0.07861*LN(ht*db^2) ),(-1.43184 + -0.456586*[db] + 6.28125*[ht] + -14.8795*LOG([ht]) + 0.041858*[ht]*[db]**2  + -0.07861*LOG([ht]*[db]**2) ),,Rhamnaceae,Condalia,hookeri,Vivo,Todo el árbol,,,,,,,,,,,,,1,28698.0,45.0,SEByC,45.0,
436,420.0,b,,alometrica,(-4.64248 + 0.429856*db + 3.96804*ht + 3.4441*LN(db) + -8.3199*LN(ht) + 0.007672*ht*db^2  + -1.52967*LN(ht*db^2) ),(-4.64248 + 0.429856*[db] + 3.96804*[ht] + 3.4441*LOG([db]) + -8.3199*LOG([ht]) + 0.007672*[ht]*[db]**2  + -1.52967*LOG([ht]*[db]**2) ),,Boraginaceae,Cordia,boissieri,Vivo,Todo el árbol,,,,,,,,,,,,,1,19851.0,50.0,SEByC,50.0,
437,421.0,b,,alometrica,(3.82216 + 0.072176*ht + 0.023564*ht*db^2  + 0.12124*LN(ht*db^2) ),(3.82216 + 0.072176*[ht] + 0.023564*[ht]*[db]**2  + 0.12124*LOG([ht]*[db]**2) ),,Ebenaceae,Diospyros,texana,Vivo,Todo el árbol,,,,,,,,,,,,,1,43862.0,58.0,SEByC,58.0,
438,422.0,b,,alometrica,(-1.01076 + 0.045154*ht + 0.009052*LN(ht) + 0.016343*ht*db^2  + 0.06316*LN(ht*db^2) ),(-1.01076 + 0.045154*[ht] + 0.009052*LOG([ht]) + 0.016343*[ht]*[db]**2  + 0.06316*LOG([ht]*[db]**2) ),,Fabaceae,Eysenhardtia,polystachya,Vivo,Todo el árbol,,,,,,,,,,,,,1,37994.0,64.0,SEByC,64.0,
439,423.0,b,,alometrica,(-0.113256 + 0.141107*ht*db^2  + -0.05652*LN(ht*db^2) ),(-0.113256 + 0.141107*[ht]*[db]**2  + -0.05652*LOG([ht]*[db]**2) ),,Oleaceae,Forestiera,angustifolia,Vivo,Todo el árbol,,,,,,,,,,,,,1,18169.0,67.0,SEByC,67.0,
